icon,precipIntensity,apparentTemperature,cloudCover,ozone,visibility,humidity,windBearing,precipType,pressure,windGust,temperature,time,precipAccumulation,windSpeed,uvIndex,precipProbability,summary,dewPoint,city,local_time,demand,region,hour,day_of_week,day_name,month,month_name,year,season,time_of_day,week,anomaly_score,is_anomaly
partly-cloudy-night,0.0,76.6,0.42,292.9,10.0,0.58,38.0,rain,1020.8,16.26,76.54,2019-06-11 06:00:00,0.0087,9.37,0.0,0.0,Partly Cloudy,60.44,san antonio,2019-06-11 06:00:00,5357.0,SCEN,6,1,Tuesday,6,June,2019,Summer,Morning,24,1,False
partly-cloudy-night,0.0007,75.49,0.45,295.5,10.0,0.7,117.0,rain,1011.8,6.94,75.02,2019-05-14 02:00:00,0.0087,5.42,0.0,0.01,Partly Cloudy,64.38,san antonio,2019-05-14 02:00:00,6829.236384180791,SCEN,2,1,Tuesday,5,May,2019,Spring,Night,20,1,False
partly-cloudy-night,0.0,78.36,0.75,296.7,9.974,0.83,60.0,rain,1014.1,6.77,77.04,2018-09-14 06:00:00,0.0087,6.77,0.0,0.0,Mostly Cloudy,71.59,san antonio,2018-09-14 06:00:00,6889.741016949152,SCEN,6,4,Friday,9,September,2018,Fall,Morning,37,1,False
partly-cloudy-day,0.0,85.79,0.45,296.7,9.997,0.74,152.0,rain,1017.8,9.11,81.2,2018-08-17 15:00:00,0.0087,9.11,3.0,0.0,Humid and Partly Cloudy,72.28,san antonio,2018-08-17 15:00:00,8603.908084914183,SCEN,15,4,Friday,8,August,2018,Summer,Afternoon,33,1,False
cloudy,0.0007,63.07,0.99,219.8,10.0,0.9,53.0,rain,1021.0,16.58,62.84,2020-01-17 00:00:00,0.0087,11.16,0.0,0.05,Overcast,59.96,san antonio,2020-01-17 00:00:00,5074.0,SCEN,0,4,Friday,1,January,2020,Winter,Night,3,1,False
cloudy,0.0004,45.6,0.98,316.9,10.0,0.76,47.0,rain,1019.4,8.0,48.08,2020-01-31 05:00:00,0.0087,5.6,0.0,0.02,Overcast,40.99,san antonio,2020-01-31 05:00:00,5908.0,SCEN,5,4,Friday,1,January,2020,Winter,Morning,5,1,False
clear-night,0.0015,47.44,0.23,248.2,10.0,0.97,248.0,rain,1009.0,7.52,48.96,2019-02-15 10:00:00,0.0087,4.32,0.0,0.02,Clear,48.05,san antonio,2019-02-15 10:00:00,7891.554047942108,SCEN,10,4,Friday,2,February,2019,Winter,Morning,7,1,False
partly-cloudy-day,0.0,97.12,0.71,296.7,9.997,0.45,200.0,rain,1011.6,4.66,92.61,2018-08-01 00:00:00,0.0087,4.66,1.0,0.0,Mostly Cloudy,68.18,san antonio,2018-08-01 00:00:00,7555.287099684258,SCEN,0,2,Wednesday,8,August,2018,Summer,Night,31,1,False
clear-night,0.0,40.74,0.0,281.5,10.0,0.8,19.0,rain,1026.9,6.39,42.76,2019-12-22 05:00:00,0.0087,3.74,0.0,0.0,Clear,37.17,san antonio,2019-12-22 05:00:00,6547.0,SCEN,5,6,Sunday,12,December,2019,Winter,Morning,51,1,False
rain,0.0174,69.36,0.78,265.3,9.979,0.78,327.0,rain,1006.7,18.73,69.09,2019-10-21 10:00:00,0.0087,9.43,0.0,0.9,Light Rain,61.89,san antonio,2019-10-21 10:00:00,6072.0,SCEN,10,0,Monday,10,October,2019,Fall,Morning,43,-1,True
clear-day,0.0,81.86,0.0,271.2,10.0,0.52,47.0,rain,1011.2,9.75,80.87,2018-10-10 20:00:00,0.0087,9.75,6.0,0.0,Clear,61.63,san antonio,2018-10-10 20:00:00,9185.603024148048,SCEN,20,2,Wednesday,10,October,2018,Fall,Evening,41,1,False
clear-night,0.0,28.03,0.0,274.7,10.0,0.63,305.0,rain,1028.8,4.11,31.08,2019-12-19 07:00:00,0.0087,3.18,0.0,0.0,Clear,19.78,san antonio,2019-12-19 07:00:00,9617.0,SCEN,7,3,Thursday,12,December,2019,Winter,Morning,51,1,False
clear-night,0.0,90.94,0.0,291.0,10.0,0.46,110.0,rain,1016.6,13.14,88.9,2019-09-14 01:00:00,0.0087,12.38,0.0,0.0,Clear,65.21,san antonio,2019-09-14 01:00:00,7149.0,SCEN,1,5,Saturday,9,September,2019,Fall,Night,37,1,False
cloudy,0.0014,64.62,0.99,283.4,4.346,0.94,197.0,rain,1011.0,12.89,64.08,2018-11-05 15:00:00,0.0087,5.77,1.0,0.01,Overcast,62.39,san antonio,2018-11-05 15:00:00,8603.908084914183,SCEN,15,0,Monday,11,November,2018,Fall,Afternoon,45,1,False
clear-night,0.0011,83.49,0.08,275.5,10.0,0.74,101.0,rain,1013.6,18.72,79.99,2019-06-01 04:00:00,0.0087,8.93,0.0,0.01,Clear,71.14,san antonio,2019-06-01 04:00:00,5813.0,SCEN,4,5,Saturday,6,June,2019,Summer,Night,22,1,False
clear-day,0.0,58.27,0.24,287.1,10.0,0.38,59.0,rain,1027.4,8.39,58.27,2019-03-17 17:00:00,0.0087,5.65,6.0,0.0,Clear,32.89,san antonio,2019-03-17 17:00:00,8990.480803974706,SCEN,17,6,Sunday,3,March,2019,Spring,Evening,11,1,False
partly-cloudy-day,0.0241,79.72,0.76,305.3,10.0,0.74,111.0,rain,1010.9,10.48,78.67,2019-05-03 19:00:00,0.0087,6.8,6.0,0.12,Mostly Cloudy,69.79,san antonio,2019-05-03 19:00:00,9286.493568043332,SCEN,19,4,Friday,5,May,2019,Spring,Evening,18,1,False
cloudy,0.0007,61.05,1.0,275.5,9.833,0.95,91.0,rain,1016.6,10.49,60.79,2019-12-27 12:00:00,0.0087,4.72,0.0,0.01,Overcast,59.48,san antonio,2019-12-27 12:00:00,5599.0,SCEN,12,4,Friday,12,December,2019,Winter,Afternoon,52,1,False
rain,0.0142,81.7,0.74,296.7,9.974,0.82,141.0,rain,1014.2,3.36,78.67,2018-09-07 00:00:00,0.0087,3.36,0.0,0.77,Light Rain and Humid,72.87,san antonio,2018-09-07 00:00:00,7555.287099684258,SCEN,0,4,Friday,9,September,2018,Fall,Night,36,1,False
clear-night,0.0,91.06,0.0,296.7,9.997,0.5,150.0,rain,1013.0,7.92,87.96,2018-08-08 02:00:00,0.0087,7.92,0.0,0.0,Clear,67.13,san antonio,2018-08-08 02:00:00,6829.236384180791,SCEN,2,2,Wednesday,8,August,2018,Summer,Night,32,1,False
partly-cloudy-night,0.0026,82.32,0.77,306.5,9.443,0.87,148.0,rain,1014.7,18.42,78.82,2019-07-05 10:00:00,0.0087,7.09,0.0,0.02,Humid and Mostly Cloudy,74.65,san antonio,2019-07-05 10:00:00,7634.0,SCEN,10,4,Friday,7,July,2019,Summer,Morning,27,1,False
clear-night,0.0,83.89,0.02,292.4,10.0,0.71,161.0,rain,1013.2,13.96,80.44,2019-08-03 07:00:00,0.0087,6.43,0.0,0.0,Clear,70.36,san antonio,2019-08-03 07:00:00,6623.0,SCEN,7,5,Saturday,8,August,2019,Summer,Morning,31,1,False
partly-cloudy-day,0.001,33.47,0.59,276.2,10.0,0.42,207.0,rain,1027.1,6.59,37.62,2019-11-13 16:00:00,0.0087,5.27,3.0,0.01,Partly Cloudy,16.7,san antonio,2019-11-13 16:00:00,8138.0,SCEN,16,2,Wednesday,11,November,2019,Fall,Afternoon,46,1,False
partly-cloudy-day,0.0003,55.03,0.65,257.2,2.352,0.95,107.0,rain,1008.8,6.26,55.03,2019-12-15 15:00:00,0.0087,3.27,1.0,0.01,Mostly Cloudy,53.49,san antonio,2019-12-15 15:00:00,5680.0,SCEN,15,6,Sunday,12,December,2019,Winter,Afternoon,50,1,False
cloudy,0.0022,35.78,0.96,241.3,10.0,0.96,59.0,rain,1022.4,8.48,41.01,2019-02-10 14:00:00,0.0087,8.07,0.0,0.23,Overcast,39.85,san antonio,2019-02-10 14:00:00,8445.957427536232,SCEN,14,6,Sunday,2,February,2019,Winter,Afternoon,6,1,False
clear-day,0.0011,98.9,0.13,287.8,10.0,0.4,90.0,rain,1013.2,7.91,94.91,2019-08-31 21:00:00,0.0087,6.68,6.0,0.01,Clear,66.94,san antonio,2019-08-31 21:00:00,9994.0,SCEN,21,5,Saturday,8,August,2019,Summer,Night,35,1,False
cloudy,0.0008,61.04,0.98,242.7,10.0,0.71,81.0,rain,1005.2,8.6,61.04,2019-02-16 21:00:00,0.0087,7.15,3.0,0.01,Overcast,51.43,san antonio,2019-02-16 21:00:00,9004.877679981946,SCEN,21,5,Saturday,2,February,2019,Winter,Night,7,1,False
clear-day,0.0009,85.06,0.08,274.2,10.0,0.51,157.0,rain,1010.8,13.38,83.81,2020-03-12 19:00:00,0.0087,8.53,9.0,0.01,Clear,63.66,san antonio,2020-03-12 19:00:00,7791.0,SCEN,19,3,Thursday,3,March,2020,Spring,Evening,11,1,False
clear-day,0.0,101.33,0.0,296.7,9.976,0.29,160.0,rain,1011.9,7.95,99.84,2018-07-18 21:00:00,0.0087,7.95,8.0,0.0,Clear,61.71,san antonio,2018-07-18 21:00:00,9004.877679981946,SCEN,21,2,Wednesday,7,July,2018,Summer,Night,29,1,False
clear-night,0.0,56.46,0.25,256.6,10.0,0.77,4.0,rain,1020.6,5.16,56.46,2018-10-22 10:00:00,0.0087,4.4,0.0,0.0,Clear,49.28,san antonio,2018-10-22 10:00:00,7891.554047942108,SCEN,10,0,Monday,10,October,2018,Fall,Morning,43,1,False
clear-day,0.0,104.76,0.05,292.1,10.0,0.3,124.0,rain,1008.4,13.39,101.51,2019-08-09 00:00:00,0.0087,11.17,1.0,0.0,Clear,64.02,san antonio,2019-08-09 00:00:00,9541.0,SCEN,0,4,Friday,8,August,2019,Summer,Night,32,1,False
cloudy,0.0058,50.68,1.0,285.8,10.0,0.83,48.0,rain,1020.0,8.61,50.68,2019-01-31 15:00:00,0.0087,4.97,1.0,0.06,Overcast,45.78,san antonio,2019-01-31 15:00:00,8603.908084914183,SCEN,15,3,Thursday,1,January,2019,Winter,Afternoon,5,1,False
clear-night,0.0014,78.08,0.17,287.9,10.0,0.8,99.0,rain,1015.8,2.82,76.94,2019-09-01 10:00:00,0.0087,0.34,0.0,0.02,Clear,70.14,san antonio,2019-09-01 10:00:00,7299.0,SCEN,10,6,Sunday,9,September,2019,Fall,Morning,35,1,False
cloudy,0.0011,56.61,0.99,245.6,5.256,0.94,42.0,rain,1015.9,6.81,56.61,2019-03-02 09:00:00,0.0087,3.59,0.0,0.02,Overcast,55.01,san antonio,2019-03-02 09:00:00,7759.096140825999,SCEN,9,5,Saturday,3,March,2019,Spring,Morning,9,1,False
clear-night,0.0145,84.07,0.08,274.4,10.0,0.84,160.0,rain,1011.1,22.69,79.72,2019-09-20 10:00:00,0.0087,12.59,0.0,0.04,Humid,74.3,san antonio,2019-09-20 10:00:00,8245.0,SCEN,10,4,Friday,9,September,2019,Fall,Morning,38,1,False
clear-night,0.0,51.93,0.25,277.7,10.0,0.39,357.0,rain,1024.7,21.5,51.93,2018-11-26 09:00:00,0.0087,9.49,0.0,0.0,Clear,27.79,san antonio,2018-11-26 09:00:00,7759.096140825999,SCEN,9,0,Monday,11,November,2018,Fall,Morning,48,1,False
clear-day,0.0088,104.26,0.12,295.3,10.0,0.43,325.0,rain,1009.9,6.94,96.79,2019-07-14 21:00:00,0.0087,5.94,8.0,0.06,Clear,70.47,san antonio,2019-07-14 21:00:00,10274.0,SCEN,21,6,Sunday,7,July,2019,Summer,Night,28,1,False
cloudy,0.0006,60.48,0.96,243.4,10.0,0.73,61.0,rain,1004.1,9.15,60.48,2019-02-16 23:00:00,0.0087,7.15,1.0,0.01,Overcast,51.94,san antonio,2019-02-16 23:00:00,8112.855886332883,SCEN,23,5,Saturday,2,February,2019,Winter,Night,7,1,False
partly-cloudy-night,0.0005,77.48,0.78,286.6,10.0,0.86,121.0,rain,1013.5,21.03,76.12,2019-05-25 06:00:00,0.0087,12.17,0.0,0.01,Mostly Cloudy,71.66,san antonio,2019-05-25 06:00:00,6889.741016949152,SCEN,6,5,Saturday,5,May,2019,Spring,Morning,21,1,False
clear-night,0.0007,47.63,0.22,264.2,10.0,0.96,234.0,rain,1014.3,13.83,47.63,2019-02-14 13:00:00,0.0087,1.36,0.0,0.01,Clear,46.58,san antonio,2019-02-14 13:00:00,8284.234643179765,SCEN,13,3,Thursday,2,February,2019,Winter,Afternoon,7,1,False
clear-day,0.0,72.97,0.0,302.0,10.0,0.56,33.0,rain,1020.3,18.53,72.97,2019-04-26 15:00:00,0.0087,11.44,4.0,0.0,Clear,56.53,san antonio,2019-04-26 15:00:00,8603.908084914183,SCEN,15,4,Friday,4,April,2019,Spring,Afternoon,17,1,False
clear-night,0.0,72.19,0.02,295.7,10.0,0.8,328.0,rain,1009.9,8.59,71.55,2019-07-13 11:00:00,0.0087,4.69,0.0,0.0,Clear,65.22,san antonio,2019-07-13 11:00:00,7797.0,SCEN,11,5,Saturday,7,July,2019,Summer,Morning,28,1,False
rain,0.0094,40.27,0.99,270.4,10.0,0.81,17.0,rain,1025.9,22.24,46.22,2019-11-08 09:00:00,0.0087,13.33,0.0,0.31,Possible Light Rain,40.87,san antonio,2019-11-08 09:00:00,7117.0,SCEN,9,4,Friday,11,November,2019,Fall,Morning,45,1,False
partly-cloudy-night,0.0084,64.67,0.66,292.1,9.806,0.97,321.0,rain,1014.4,8.06,64.02,2018-11-04 10:00:00,0.0087,5.97,0.0,0.12,Mostly Cloudy,63.12,san antonio,2018-11-04 10:00:00,7891.554047942108,SCEN,10,6,Sunday,11,November,2018,Fall,Morning,44,1,False
clear-day,0.0,77.04,0.0,267.0,10.0,0.46,170.0,rain,1009.0,6.18,77.04,2019-10-18 19:00:00,0.0087,4.71,7.0,0.0,Clear,54.87,san antonio,2019-10-18 19:00:00,7134.0,SCEN,19,4,Friday,10,October,2019,Fall,Evening,42,1,False
cloudy,0.0004,67.86,0.97,245.2,2.793,0.99,160.0,rain,1011.7,10.53,66.82,2019-02-05 07:00:00,0.0087,5.36,0.0,0.02,Overcast,66.56,san antonio,2019-02-05 07:00:00,7331.344158773117,SCEN,7,1,Tuesday,2,February,2019,Winter,Morning,6,1,False
partly-cloudy-night,0.0057,78.09,0.33,273.1,10.0,0.96,156.0,rain,1012.1,12.14,76.24,2018-10-06 12:00:00,0.0087,4.87,0.0,0.11,Humid and Partly Cloudy,75.14,san antonio,2018-10-06 12:00:00,8148.729846014493,SCEN,12,5,Saturday,10,October,2018,Fall,Afternoon,40,1,False
clear-night,0.0013,51.5,0.09,275.1,2.687,0.99,264.0,rain,1007.1,10.36,51.5,2018-12-13 13:00:00,0.0087,1.55,0.0,0.02,Clear,51.18,san antonio,2018-12-13 13:00:00,8284.234643179765,SCEN,13,3,Thursday,12,December,2018,Winter,Afternoon,50,1,False
clear-night,0.0,83.47,0.03,289.2,10.0,0.76,131.0,rain,1015.4,11.38,79.86,2019-08-31 07:00:00,0.0087,6.44,0.0,0.0,Clear,71.69,san antonio,2019-08-31 07:00:00,6282.0,SCEN,7,5,Saturday,8,August,2019,Summer,Morning,35,1,False
clear-day,0.0,56.67,0.0,302.1,10.0,0.58,338.0,rain,1014.8,23.0,56.67,2018-11-01 15:00:00,0.0087,12.2,2.0,0.0,Clear,42.23,san antonio,2018-11-01 15:00:00,8603.908084914183,SCEN,15,3,Thursday,11,November,2018,Fall,Afternoon,44,1,False
partly-cloudy-night,0.0,68.78,0.66,254.0,10.0,0.76,103.0,rain,1016.5,9.68,68.63,2019-02-27 01:00:00,0.0087,9.07,0.0,0.0,Mostly Cloudy,60.86,san antonio,2019-02-27 01:00:00,7126.32712168837,SCEN,1,2,Wednesday,2,February,2019,Winter,Night,9,1,False
clear-night,0.0,87.28,0.0,288.3,10.0,0.64,120.0,rain,1008.9,11.41,83.19,2019-06-09 05:00:00,0.0087,7.24,0.0,0.0,Clear,69.94,san antonio,2019-06-09 05:00:00,5826.0,SCEN,5,6,Sunday,6,June,2019,Summer,Morning,23,1,False
partly-cloudy-day,0.0004,92.09,0.36,274.5,10.0,0.58,151.0,rain,1012.0,11.7,86.84,2018-10-06 19:00:00,0.0087,9.09,7.0,0.01,Partly Cloudy,70.46,san antonio,2018-10-06 19:00:00,9286.493568043332,SCEN,19,5,Saturday,10,October,2018,Fall,Evening,40,1,False
clear-night,0.0,74.43,0.0,304.2,10.0,0.71,154.0,rain,1012.7,9.97,73.99,2020-05-18 05:00:00,0.0087,5.25,0.0,0.0,Clear,63.95,san antonio,2020-05-18 05:00:00,4763.0,SCEN,5,0,Monday,5,May,2020,Spring,Morning,21,1,False
partly-cloudy-night,0.0,43.19,0.69,292.4,10.0,0.55,300.0,rain,1014.8,36.14,49.68,2018-12-14 03:00:00,0.0087,19.92,0.0,0.0,Mostly Cloudy,34.31,san antonio,2018-12-14 03:00:00,6636.022312373225,SCEN,3,4,Friday,12,December,2018,Winter,Night,50,1,False
clear-day,0.0,66.35,0.17,296.1,10.0,0.26,93.0,rain,1022.0,13.36,66.35,2019-03-18 22:00:00,0.0087,11.21,3.0,0.0,Clear,30.32,san antonio,2019-03-18 22:00:00,8658.014659449707,SCEN,22,0,Monday,3,March,2019,Spring,Night,12,1,False
partly-cloudy-day,0.0011,73.15,0.4,258.4,10.0,0.59,133.0,rain,1005.4,22.36,73.15,2020-02-03 23:00:00,0.0087,14.76,0.0,0.03,Partly Cloudy,58.08,san antonio,2020-02-03 23:00:00,5425.0,SCEN,23,0,Monday,2,February,2020,Winter,Night,6,1,False
clear-night,0.0008,86.71,0.23,292.2,10.0,0.86,141.0,rain,1013.2,17.42,80.6,2019-08-10 07:00:00,0.0087,7.55,0.0,0.01,Humid,76.03,san antonio,2019-08-10 07:00:00,7028.0,SCEN,7,5,Saturday,8,August,2019,Summer,Morning,32,1,False
clear-day,0.0052,73.09,0.16,348.0,10.0,0.64,281.0,rain,1003.2,25.02,73.05,2019-04-13 18:00:00,0.0087,16.38,8.0,0.2,Clear,60.36,san antonio,2019-04-13 18:00:00,9234.399322033898,SCEN,18,5,Saturday,4,April,2019,Spring,Evening,15,-1,True
partly-cloudy-night,0.0012,74.08,0.68,295.4,10.0,0.49,59.0,rain,1018.2,24.37,74.08,2020-05-06 06:00:00,0.0087,13.58,0.0,0.02,Mostly Cloudy,53.68,san antonio,2020-05-06 06:00:00,4674.0,SCEN,6,2,Wednesday,5,May,2020,Spring,Morning,19,1,False
clear-day,0.001,79.92,0.12,271.8,10.0,0.78,105.0,rain,1016.7,8.98,78.68,2018-09-30 00:00:00,0.0087,7.56,0.0,0.05,Clear,71.26,san antonio,2018-09-30 00:00:00,7555.287099684258,SCEN,0,6,Sunday,9,September,2018,Fall,Night,39,1,False
clear-day,0.0,91.16,0.0,265.5,10.0,0.34,186.0,rain,1005.3,6.12,91.16,2019-10-19 23:00:00,0.0087,4.53,0.0,0.0,Clear,59.03,san antonio,2019-10-19 23:00:00,6854.0,SCEN,23,5,Saturday,10,October,2019,Fall,Night,42,1,False
clear-day,0.0,47.37,0.04,245.8,10.0,0.7,163.0,rain,1028.8,9.05,48.92,2018-12-11 16:00:00,0.0087,4.36,2.0,0.0,Clear,39.74,san antonio,2018-12-11 16:00:00,8780.507807196198,SCEN,16,1,Tuesday,12,December,2018,Winter,Afternoon,50,1,False
clear-day,0.0,95.99,0.19,296.7,9.997,0.37,140.0,rain,1015.7,8.08,94.21,2018-07-13 21:00:00,0.0087,8.08,7.0,0.0,Clear,63.78,san antonio,2018-07-13 21:00:00,9004.877679981946,SCEN,21,4,Friday,7,July,2018,Summer,Night,28,1,False
clear-day,0.0023,67.8,0.11,305.9,10.0,0.89,48.0,rain,1015.1,3.77,67.21,2019-05-14 13:00:00,0.0087,2.93,0.0,0.03,Clear,63.73,san antonio,2019-05-14 13:00:00,8284.234643179765,SCEN,13,1,Tuesday,5,May,2019,Spring,Afternoon,20,1,False
clear-night,0.0,49.67,0.23,241.7,10.0,0.96,145.0,rain,1016.9,7.04,49.67,2018-12-12 13:00:00,0.0087,0.69,0.0,0.0,Clear,48.44,san antonio,2018-12-12 13:00:00,8284.234643179765,SCEN,13,2,Wednesday,12,December,2018,Winter,Afternoon,50,1,False
cloudy,0.0007,56.28,0.96,224.2,5.225,0.99,301.0,rain,1019.3,3.23,56.28,2019-01-08 09:00:00,0.0087,0.64,0.0,0.01,Overcast,55.88,san antonio,2019-01-08 09:00:00,7759.096140825999,SCEN,9,1,Tuesday,1,January,2019,Winter,Morning,2,1,False
clear-day,0.0,96.66,0.01,288.3,10.0,0.3,174.0,rain,1012.1,10.66,96.66,2019-09-07 23:00:00,0.0087,9.98,1.0,0.0,Clear,59.68,san antonio,2019-09-07 23:00:00,9062.0,SCEN,23,5,Saturday,9,September,2019,Fall,Night,36,1,False
clear-night,0.0009,58.59,0.0,286.3,10.0,0.47,317.0,rain,1014.6,25.89,58.59,2020-01-29 02:00:00,0.0087,11.44,0.0,0.01,Clear,38.38,san antonio,2020-01-29 02:00:00,5180.0,SCEN,2,2,Wednesday,1,January,2020,Winter,Night,5,1,False
rain,0.1206,66.88,0.55,309.6,10.0,0.96,85.0,rain,1009.8,10.78,66.05,2019-05-03 12:00:00,0.0087,6.39,0.0,0.97,Rain,64.96,san antonio,2019-05-03 12:00:00,8148.729846014493,SCEN,12,4,Friday,5,May,2019,Spring,Afternoon,18,-1,True
partly-cloudy-night,0.0016,64.52,0.81,275.7,10.0,0.9,153.0,rain,1014.9,23.18,64.18,2020-01-09 11:00:00,0.0087,10.8,0.0,0.02,Mostly Cloudy,61.17,san antonio,2020-01-09 11:00:00,5904.0,SCEN,11,3,Thursday,1,January,2020,Winter,Morning,2,1,False
cloudy,0.0043,59.17,0.99,311.8,9.829,0.96,71.0,rain,1017.3,11.19,59.06,2019-02-01 02:00:00,0.0087,7.33,0.0,0.1,Overcast,57.88,san antonio,2019-02-01 02:00:00,6829.236384180791,SCEN,2,4,Friday,2,February,2019,Winter,Night,5,1,False
partly-cloudy-night,0.0041,78.95,0.76,296.7,9.981,0.96,82.0,rain,1012.4,4.79,77.03,2018-09-04 09:00:00,0.0087,4.79,0.0,0.25,Humid and Mostly Cloudy,75.79,san antonio,2018-09-04 09:00:00,7759.096140825999,SCEN,9,1,Tuesday,9,September,2018,Fall,Morning,36,1,False
clear-day,0.0007,65.1,0.0,239.9,10.0,0.48,161.0,rain,1017.4,23.23,65.1,2019-01-21 20:00:00,0.0087,13.93,5.0,0.01,Clear,44.82,san antonio,2019-01-21 20:00:00,9185.603024148048,SCEN,20,0,Monday,1,January,2019,Winter,Evening,4,1,False
clear-night,0.0,84.17,0.04,292.6,10.0,0.59,49.0,rain,1009.7,7.86,82.0,2019-07-13 06:00:00,0.0087,7.81,0.0,0.0,Clear,66.06,san antonio,2019-07-13 06:00:00,5698.0,SCEN,6,5,Saturday,7,July,2019,Summer,Morning,28,1,False
cloudy,0.003,54.97,0.99,280.7,4.823,0.98,14.0,rain,1018.6,7.09,54.97,2020-03-22 10:00:00,0.0087,6.21,0.0,0.25,Overcast,54.43,san antonio,2020-03-22 10:00:00,5270.0,SCEN,10,6,Sunday,3,March,2020,Spring,Morning,12,1,False
cloudy,0.003,54.41,1.0,245.9,6.593,0.97,45.0,rain,1014.0,11.34,54.41,2019-03-03 06:00:00,0.0087,7.81,0.0,0.03,Overcast,53.67,san antonio,2019-03-03 06:00:00,6889.741016949152,SCEN,6,6,Sunday,3,March,2019,Spring,Morning,9,1,False
clear-day,0.0,56.55,0.04,269.4,10.0,0.26,17.0,rain,1028.9,12.88,56.55,2019-10-31 21:00:00,0.0087,11.31,3.0,0.0,Clear,21.86,san antonio,2019-10-31 21:00:00,6986.0,SCEN,21,3,Thursday,10,October,2019,Fall,Night,44,1,False
clear-day,0.0125,81.69,0.1,311.1,10.0,0.62,110.0,rain,1010.6,17.6,79.72,2019-06-24 23:00:00,0.0087,11.43,2.0,0.24,Clear,65.59,san antonio,2019-06-24 23:00:00,6641.0,SCEN,23,0,Monday,6,June,2019,Summer,Night,26,1,False
clear-day,0.0003,73.2,0.05,270.7,10.0,0.85,23.0,rain,1017.3,5.21,72.28,2019-10-04 13:00:00,0.0087,4.48,0.0,0.01,Clear,67.53,san antonio,2019-10-04 13:00:00,9074.0,SCEN,13,4,Friday,10,October,2019,Fall,Afternoon,40,1,False
clear-day,0.0,80.87,0.0,270.7,10.0,0.47,216.0,rain,1016.7,7.87,80.42,2018-10-27 23:00:00,0.0087,3.93,0.0,0.0,Clear,58.31,san antonio,2018-10-27 23:00:00,8112.855886332883,SCEN,23,5,Saturday,10,October,2018,Fall,Night,43,1,False
clear-night,0.0,36.61,0.0,275.7,10.0,0.91,0.0,rain,1024.1,3.73,36.61,2019-11-16 08:00:00,0.0087,0.82,0.0,0.0,Clear,34.26,san antonio,2019-11-16 08:00:00,7896.0,SCEN,8,5,Saturday,11,November,2019,Fall,Morning,46,1,False
clear-day,0.0007,46.3,0.0,268.6,10.0,0.36,312.0,rain,1033.5,5.83,46.3,2019-12-18 16:00:00,0.0087,1.11,2.0,0.01,Clear,21.05,san antonio,2019-12-18 16:00:00,5981.0,SCEN,16,2,Wednesday,12,December,2019,Winter,Afternoon,51,1,False
