icon,precipIntensity,apparentTemperature,cloudCover,ozone,visibility,humidity,windBearing,precipType,pressure,windGust,temperature,time,precipAccumulation,windSpeed,uvIndex,precipProbability,summary,dewPoint,city,local_time,demand,region,hour,day_of_week,day_name,month,month_name,year,season,time_of_day,week,anomaly_score,is_anomaly
clear-day,0.0,101.64,0.0,296.7,9.997,0.26,145.0,rain,1010.3,9.88,101.04,2018-07-03 00:00:00,0.0087,9.88,1.0,0.0,Clear,59.67,dallas,2018-07-03 00:00:00,7555.287099684258,NCEN,0,1,Tuesday,7,July,2018,Summer,Night,27,1,False
cloudy,0.0018,31.0,0.92,323.6,9.93,0.9,288.0,rain,1015.2,20.37,37.81,2019-01-04 10:00:00,0.0087,9.83,0.0,0.06,Overcast,35.22,dallas,2019-01-04 10:00:00,7891.554047942108,NCEN,10,4,Friday,1,January,2019,Winter,Morning,1,1,False
cloudy,0.0013,53.88,0.94,325.5,9.3,0.93,144.0,rain,1019.3,14.0,53.88,2019-02-01 08:00:00,0.0087,5.68,0.0,0.05,Overcast,52.01,dallas,2019-02-01 08:00:00,7613.927153811457,NCEN,8,4,Friday,2,February,2019,Winter,Morning,5,1,False
partly-cloudy-day,0.0009,59.56,0.81,305.5,10.0,0.73,161.0,rain,1018.0,18.23,59.56,2019-03-23 13:00:00,0.0087,7.08,0.0,0.03,Mostly Cloudy,51.03,dallas,2019-03-23 13:00:00,8284.234643179765,NCEN,13,5,Saturday,3,March,2019,Spring,Afternoon,12,1,False
clear-night,0.0004,43.98,0.0,335.5,10.0,0.87,207.0,rain,1017.2,8.05,46.84,2018-11-02 11:00:00,0.0087,5.87,0.0,0.01,Clear,43.14,dallas,2018-11-02 11:00:00,8022.797788309636,NCEN,11,4,Friday,11,November,2018,Fall,Morning,44,1,False
clear-day,0.0,91.35,0.0,296.7,8.463,0.39,27.0,rain,1018.2,6.68,90.79,2018-08-21 20:00:00,0.0087,6.68,8.0,0.0,Clear,62.11,dallas,2018-08-21 20:00:00,9185.603024148048,NCEN,20,1,Tuesday,8,August,2018,Summer,Evening,34,1,False
partly-cloudy-night,0.0,40.83,0.71,275.7,10.0,0.76,333.0,rain,1020.7,14.43,45.51,2019-11-23 04:00:00,0.0087,9.09,0.0,0.0,Mostly Cloudy,38.4,dallas,2019-11-23 04:00:00,11404.0,NCEN,4,5,Saturday,11,November,2019,Fall,Night,47,1,False
cloudy,0.0046,61.85,0.99,331.3,10.0,0.92,174.0,rain,1014.5,26.18,61.67,2019-04-04 09:00:00,0.0087,10.22,0.0,0.1,Overcast,59.26,dallas,2019-04-04 09:00:00,7759.096140825999,NCEN,9,3,Thursday,4,April,2019,Spring,Morning,14,1,False
rain,0.0122,65.69,0.81,290.5,7.872,0.96,177.0,rain,1006.7,19.47,64.99,2020-02-04 13:00:00,0.0087,7.14,0.0,0.29,Possible Light Rain,63.79,dallas,2020-02-04 13:00:00,12817.0,NCEN,13,1,Tuesday,2,February,2020,Winter,Afternoon,6,1,False
partly-cloudy-night,0.0008,69.71,0.49,311.8,10.0,0.72,165.0,rain,1005.3,11.24,69.66,2019-05-22 04:00:00,0.0087,6.11,0.0,0.01,Partly Cloudy,60.21,dallas,2019-05-22 04:00:00,6550.273116824537,NCEN,4,2,Wednesday,5,May,2019,Spring,Night,21,1,False
clear-day,0.0,110.43,0.05,296.7,9.997,0.23,141.0,rain,1007.6,8.63,107.33,2018-07-19 23:00:00,0.0087,8.63,2.0,0.0,Clear,62.16,dallas,2018-07-19 23:00:00,8112.855886332883,NCEN,23,3,Thursday,7,July,2018,Summer,Night,29,1,False
partly-cloudy-day,0.0,99.57,0.71,296.7,9.997,0.4,170.0,rain,1015.8,5.98,95.34,2018-07-12 19:00:00,0.0087,5.98,6.0,0.0,Mostly Cloudy,67.14,dallas,2018-07-12 19:00:00,9286.493568043332,NCEN,19,3,Thursday,7,July,2018,Summer,Evening,28,1,False
clear-day,0.0009,99.85,0.03,279.9,10.0,0.35,94.0,rain,1015.1,10.13,96.87,2019-09-15 21:00:00,0.0087,7.52,5.0,0.01,Clear,64.98,dallas,2019-09-15 21:00:00,19787.0,NCEN,21,6,Sunday,9,September,2019,Fall,Night,37,1,False
clear-night,0.0,81.99,0.1,296.7,9.997,0.72,52.0,rain,1018.6,5.36,79.25,2018-07-07 08:00:00,0.0087,5.36,0.0,0.0,Clear,69.57,dallas,2018-07-07 08:00:00,7613.927153811457,NCEN,8,5,Saturday,7,July,2018,Summer,Morning,27,1,False
cloudy,0.0,77.89,1.0,296.7,4.976,0.93,158.0,rain,1016.5,6.46,76.2,2018-08-13 14:00:00,0.0087,6.46,1.0,0.0,Humid and Overcast,73.97,dallas,2018-08-13 14:00:00,8445.957427536232,NCEN,14,0,Monday,8,August,2018,Summer,Afternoon,33,1,False
clear-night,0.0,78.0,0.23,296.7,9.797,0.81,192.0,rain,1019.5,3.75,76.79,2018-07-10 09:00:00,0.0087,3.75,0.0,0.0,Clear,70.68,dallas,2018-07-10 09:00:00,7759.096140825999,NCEN,9,1,Tuesday,7,July,2018,Summer,Morning,28,1,False
clear-night,0.0017,40.72,0.0,269.9,10.0,0.67,318.0,rain,1028.8,12.28,43.92,2018-12-10 03:00:00,0.0087,5.52,0.0,0.01,Clear,33.5,dallas,2018-12-10 03:00:00,6636.022312373225,NCEN,3,0,Monday,12,December,2018,Winter,Night,50,1,False
clear-night,0.0,62.4,0.0,315.0,10.0,0.5,240.0,rain,1014.7,4.61,62.4,2020-03-29 04:00:00,0.0087,2.38,0.0,0.0,Clear,43.62,dallas,2020-03-29 04:00:00,7502.0,NCEN,4,6,Sunday,3,March,2020,Spring,Night,13,1,False
clear-day,0.0,75.82,0.15,304.4,10.0,0.42,7.0,rain,1018.3,20.83,75.82,2020-05-05 18:00:00,0.0087,13.91,10.0,0.0,Clear,51.39,dallas,2020-05-05 18:00:00,14028.0,NCEN,18,1,Tuesday,5,May,2020,Spring,Evening,19,-1,True
partly-cloudy-day,0.0083,98.54,0.52,296.7,9.816,0.53,255.0,rain,1008.3,3.85,91.26,2018-08-19 23:00:00,0.0087,3.85,1.0,0.13,Partly Cloudy,71.66,dallas,2018-08-19 23:00:00,8112.855886332883,NCEN,23,6,Sunday,8,August,2018,Summer,Night,33,1,False
partly-cloudy-night,0.0004,75.74,0.63,266.0,10.0,0.63,153.0,rain,1011.7,21.55,75.53,2019-11-21 00:00:00,0.0087,10.01,0.0,0.01,Mostly Cloudy,62.05,dallas,2019-11-21 00:00:00,9914.0,NCEN,0,3,Thursday,11,November,2019,Fall,Night,47,1,False
cloudy,0.0014,62.29,0.88,314.8,10.0,0.95,301.0,rain,1013.1,6.21,61.92,2019-04-08 07:00:00,0.0087,4.25,0.0,0.03,Overcast,60.5,dallas,2019-04-08 07:00:00,7331.344158773117,NCEN,7,0,Monday,4,April,2019,Spring,Morning,15,1,False
clear-day,0.0012,96.61,0.18,266.3,10.0,0.52,194.0,rain,1014.0,13.07,90.51,2019-09-22 19:00:00,0.0087,10.69,8.0,0.02,Clear,70.57,dallas,2019-09-22 19:00:00,19839.0,NCEN,19,6,Sunday,9,September,2019,Fall,Evening,38,1,False
clear-day,0.0,93.57,0.0,296.7,8.104,0.59,203.0,rain,1016.2,6.99,87.43,2018-07-16 15:00:00,0.0087,6.99,4.0,0.0,Clear,71.4,dallas,2018-07-16 15:00:00,8603.908084914183,NCEN,15,0,Monday,7,July,2018,Summer,Afternoon,29,1,False
rain,0.024,67.08,0.83,322.6,10.0,0.89,154.0,rain,1014.9,26.93,66.54,2020-05-12 11:00:00,0.0087,10.73,0.0,0.4,Possible Light Rain,63.26,dallas,2020-05-12 11:00:00,11851.0,NCEN,11,1,Tuesday,5,May,2020,Spring,Morning,20,1,False
clear-night,0.0,49.15,0.22,321.0,10.0,0.62,73.0,rain,1025.9,1.93,49.15,2019-03-18 07:00:00,0.0087,1.52,0.0,0.0,Clear,36.65,dallas,2019-03-18 07:00:00,7331.344158773117,NCEN,7,0,Monday,3,March,2019,Spring,Morning,12,1,False
partly-cloudy-day,0.0,101.92,0.35,287.9,10.0,0.41,170.0,rain,1014.2,12.93,96.28,2019-07-28 22:00:00,0.0087,10.68,4.0,0.0,Partly Cloudy,68.62,dallas,2019-07-28 22:00:00,19322.0,NCEN,22,6,Sunday,7,July,2019,Summer,Night,30,1,False
rain,0.2214,71.16,0.92,319.7,8.003,0.9,337.0,rain,1010.9,8.45,70.21,2020-04-29 06:00:00,0.0087,5.82,0.0,0.58,Rain,67.09,dallas,2020-04-29 06:00:00,9042.0,NCEN,6,2,Wednesday,4,April,2020,Spring,Morning,18,-1,True
partly-cloudy-night,0.0,49.03,0.38,278.4,10.0,0.77,109.0,rain,1022.7,2.58,49.03,2018-12-18 02:00:00,0.0087,2.24,0.0,0.0,Partly Cloudy,42.01,dallas,2018-12-18 02:00:00,6829.236384180791,NCEN,2,1,Tuesday,12,December,2018,Winter,Night,51,1,False
clear-day,0.0008,74.98,0.0,289.5,10.0,0.39,95.0,rain,1018.7,6.76,74.98,2019-10-08 18:00:00,0.0087,5.43,7.0,0.01,Clear,48.34,dallas,2019-10-08 18:00:00,14817.0,NCEN,18,1,Tuesday,10,October,2019,Fall,Evening,41,1,False
partly-cloudy-night,0.0,45.54,0.85,272.2,10.0,0.64,24.0,rain,1019.2,18.08,48.85,2018-12-03 11:00:00,0.0087,7.57,0.0,0.0,Mostly Cloudy,37.37,dallas,2018-12-03 11:00:00,8022.797788309636,NCEN,11,0,Monday,12,December,2018,Winter,Morning,49,1,False
clear-day,0.0,44.02,0.05,331.7,10.0,0.6,323.0,rain,1015.6,32.89,49.76,2018-12-20 15:00:00,0.0087,16.36,0.0,0.0,Clear,36.51,dallas,2018-12-20 15:00:00,8603.908084914183,NCEN,15,3,Thursday,12,December,2018,Winter,Afternoon,51,1,False
clear-day,0.0,97.46,0.03,287.2,10.0,0.53,180.0,rain,1017.8,13.61,90.75,2019-07-28 17:00:00,0.0087,10.09,9.0,0.0,Clear,71.19,dallas,2019-07-28 17:00:00,21506.0,NCEN,17,6,Sunday,7,July,2019,Summer,Evening,30,1,False
clear-night,0.0017,76.19,0.12,286.3,10.0,0.76,91.0,rain,1017.5,6.85,75.39,2018-09-29 01:00:00,0.0087,4.51,0.0,0.01,Clear,67.18,dallas,2018-09-29 01:00:00,7126.32712168837,NCEN,1,5,Saturday,9,September,2018,Fall,Night,39,1,False
cloudy,0.0007,50.17,1.0,292.6,10.0,0.89,322.0,rain,1017.5,21.5,50.17,2019-10-26 04:00:00,0.0087,11.3,0.0,0.07,Overcast,46.97,dallas,2019-10-26 04:00:00,9235.0,NCEN,4,5,Saturday,10,October,2019,Fall,Night,43,1,False
clear-night,0.0002,44.49,0.13,287.1,10.0,0.78,161.0,rain,1026.7,4.18,44.49,2019-11-09 07:00:00,0.0087,2.55,0.0,0.01,Clear,38.08,dallas,2019-11-09 07:00:00,12374.0,NCEN,7,5,Saturday,11,November,2019,Fall,Morning,45,1,False
clear-day,0.0,92.85,0.0,296.7,9.997,0.61,199.0,rain,1015.6,7.89,86.62,2018-07-15 15:00:00,0.0087,7.89,4.0,0.0,Clear,71.76,dallas,2018-07-15 15:00:00,8603.908084914183,NCEN,15,6,Sunday,7,July,2018,Summer,Afternoon,28,1,False
partly-cloudy-night,0.0,53.1,0.81,270.8,7.817,0.96,124.0,rain,1019.7,5.3,53.1,2019-02-02 12:00:00,0.0087,3.06,0.0,0.0,Mostly Cloudy,52.11,dallas,2019-02-02 12:00:00,8148.729846014493,NCEN,12,5,Saturday,2,February,2019,Winter,Afternoon,5,1,False
clear-night,0.0,32.75,0.0,285.4,10.0,0.74,186.0,rain,1024.5,8.38,36.85,2018-11-27 10:00:00,0.0087,5.03,0.0,0.0,Clear,29.25,dallas,2018-11-27 10:00:00,7891.554047942108,NCEN,10,1,Tuesday,11,November,2018,Fall,Morning,48,1,False
partly-cloudy-night,0.0007,66.78,0.43,311.6,10.0,0.8,171.0,rain,1013.2,29.8,66.63,2020-05-02 09:00:00,0.0087,11.94,0.0,0.01,Partly Cloudy,60.43,dallas,2020-05-02 09:00:00,9718.0,NCEN,9,5,Saturday,5,May,2020,Spring,Morning,18,1,False
clear-day,0.001,61.49,0.18,322.6,10.0,0.92,108.0,rain,1014.1,8.13,61.32,2020-04-21 12:00:00,0.0087,3.94,0.0,0.02,Clear,59.06,dallas,2020-04-21 12:00:00,11585.0,NCEN,12,1,Tuesday,4,April,2020,Spring,Afternoon,17,1,False
clear-day,0.0,97.98,0.22,290.0,10.0,0.64,182.0,rain,1013.9,5.36,88.46,2019-08-23 16:00:00,0.0087,4.78,6.0,0.0,Humid,74.57,dallas,2019-08-23 16:00:00,22236.0,NCEN,16,4,Friday,8,August,2019,Summer,Afternoon,34,1,False
clear-day,0.0069,82.8,0.26,281.0,10.0,0.78,215.0,rain,1020.2,9.92,79.43,2019-09-13 13:00:00,0.0087,3.31,0.0,0.04,Clear,71.8,dallas,2019-09-13 13:00:00,19530.0,NCEN,13,4,Friday,9,September,2019,Fall,Afternoon,37,1,False
partly-cloudy-day,0.0009,32.45,0.42,281.9,10.0,0.85,296.0,rain,1016.4,21.86,38.68,2019-01-04 14:00:00,0.0087,9.05,0.0,0.02,Partly Cloudy,34.5,dallas,2019-01-04 14:00:00,8445.957427536232,NCEN,14,4,Friday,1,January,2019,Winter,Afternoon,1,1,False
clear-night,0.0,86.71,0.04,296.7,9.997,0.59,175.0,rain,1015.9,8.08,83.61,2018-07-14 07:00:00,0.0087,8.08,0.0,0.0,Clear,67.94,dallas,2018-07-14 07:00:00,7331.344158773117,NCEN,7,5,Saturday,7,July,2018,Summer,Morning,28,1,False
partly-cloudy-night,0.0,58.22,0.85,278.0,10.0,0.85,235.0,rain,1005.0,18.16,58.22,2018-11-25 12:00:00,0.0087,7.94,0.0,0.0,Mostly Cloudy,53.7,dallas,2018-11-25 12:00:00,8148.729846014493,NCEN,12,6,Sunday,11,November,2018,Fall,Afternoon,47,1,False
clear-day,0.0012,103.06,0.06,296.9,10.0,0.43,148.0,rain,1014.6,5.89,96.19,2019-08-21 19:00:00,0.0087,5.67,10.0,0.01,Clear,70.01,dallas,2019-08-21 19:00:00,23963.0,NCEN,19,2,Wednesday,8,August,2019,Summer,Evening,34,1,False
clear-day,0.0,68.78,0.0,340.2,10.0,0.21,349.0,rain,1026.0,9.16,68.78,2020-02-28 22:00:00,0.0087,3.65,2.0,0.0,Clear,26.88,dallas,2020-02-28 22:00:00,11190.0,NCEN,22,4,Friday,2,February,2020,Winter,Night,9,1,False
cloudy,0.0,59.7,0.99,282.6,10.0,0.8,179.0,rain,1009.8,5.17,59.7,2020-03-03 14:00:00,0.0087,4.04,0.0,0.0,Overcast,53.43,dallas,2020-03-03 14:00:00,11227.0,NCEN,14,1,Tuesday,3,March,2020,Spring,Afternoon,10,1,False
clear-day,0.0,49.29,0.07,288.7,10.0,0.59,325.0,rain,1022.2,3.33,49.29,2020-01-06 16:00:00,0.0087,2.74,1.0,0.0,Clear,35.65,dallas,2020-01-06 16:00:00,11408.0,NCEN,16,0,Monday,1,January,2020,Winter,Afternoon,2,1,False
cloudy,0.0008,31.94,0.93,252.9,10.0,0.67,330.0,rain,1022.1,21.92,40.07,2019-02-07 17:00:00,0.0087,14.97,3.0,0.02,Overcast,30.05,dallas,2019-02-07 17:00:00,8990.480803974706,NCEN,17,3,Thursday,2,February,2019,Winter,Evening,6,1,False
clear-day,0.0,112.45,0.0,289.2,10.0,0.47,182.0,rain,1006.0,16.46,98.85,2019-08-26 19:00:00,0.0087,14.03,10.0,0.0,Humid,75.18,dallas,2019-08-26 19:00:00,24999.0,NCEN,19,0,Monday,8,August,2019,Summer,Evening,35,-1,True
clear-day,0.0,105.69,0.18,296.7,9.997,0.36,134.0,rain,1012.0,7.96,99.75,2018-07-29 21:00:00,0.0087,7.96,7.0,0.0,Clear,68.02,dallas,2018-07-29 21:00:00,9004.877679981946,NCEN,21,6,Sunday,7,July,2018,Summer,Night,30,1,False
clear-day,0.0005,82.97,0.21,310.4,10.0,0.45,174.0,rain,1009.4,32.25,82.87,2020-05-07 23:00:00,0.0087,19.64,2.0,0.01,Clear,59.54,dallas,2020-05-07 23:00:00,13116.0,NCEN,23,3,Thursday,5,May,2020,Spring,Night,19,1,False
clear-night,0.0,85.85,0.04,296.7,9.997,0.71,17.0,rain,1021.1,3.55,81.55,2018-07-06 11:00:00,0.0087,3.55,0.0,0.0,Clear,71.33,dallas,2018-07-06 11:00:00,8022.797788309636,NCEN,11,4,Friday,7,July,2018,Summer,Morning,27,1,False
partly-cloudy-day,0.0,90.47,0.44,322.9,10.0,0.58,177.0,rain,1013.0,8.85,86.04,2019-06-18 17:00:00,0.0087,6.42,7.0,0.0,Partly Cloudy,69.55,dallas,2019-06-18 17:00:00,20114.0,NCEN,17,1,Tuesday,6,June,2019,Summer,Evening,25,1,False
clear-night,0.0005,86.43,0.08,288.0,10.0,0.63,152.0,rain,1014.1,21.3,82.82,2019-05-26 02:00:00,0.0087,11.05,0.0,0.01,Clear,69.17,dallas,2019-05-26 02:00:00,6829.236384180791,NCEN,2,6,Sunday,5,May,2019,Spring,Night,21,1,False
partly-cloudy-night,0.0,35.53,0.52,278.6,10.0,0.59,152.0,rain,1024.3,3.51,35.53,2019-01-30 09:00:00,0.0087,2.51,0.0,0.0,Partly Cloudy,22.45,dallas,2019-01-30 09:00:00,7759.096140825999,NCEN,9,2,Wednesday,1,January,2019,Winter,Morning,5,1,False
clear-night,0.0,90.51,0.18,296.7,9.617,0.58,189.0,rain,1012.7,8.47,86.04,2018-07-02 08:00:00,0.0087,8.47,0.0,0.0,Clear,69.61,dallas,2018-07-02 08:00:00,7613.927153811457,NCEN,8,0,Monday,7,July,2018,Summer,Morning,27,1,False
clear-day,0.0,77.87,0.17,338.5,10.0,0.46,161.0,rain,1017.8,25.21,77.87,2020-04-27 17:00:00,0.0087,15.61,7.0,0.0,Clear,55.24,dallas,2020-04-27 17:00:00,13853.0,NCEN,17,0,Monday,4,April,2020,Spring,Evening,18,1,False
clear-day,0.0039,89.32,0.29,297.8,10.0,0.61,105.0,rain,1013.7,17.34,84.79,2019-06-09 21:00:00,0.0087,10.47,6.0,0.04,Clear,70.06,dallas,2019-06-09 21:00:00,14320.0,NCEN,21,6,Sunday,6,June,2019,Summer,Night,23,1,False
partly-cloudy-day,0.0004,37.53,0.64,256.3,10.0,0.44,30.0,rain,1026.9,13.54,42.69,2019-02-18 20:00:00,0.0087,8.69,4.0,0.01,Mostly Cloudy,22.05,dallas,2019-02-18 20:00:00,9185.603024148048,NCEN,20,0,Monday,2,February,2019,Winter,Evening,8,1,False
cloudy,0.0039,53.69,0.88,301.5,10.0,0.95,322.0,rain,1014.0,14.93,53.69,2020-03-31 09:00:00,0.0087,8.14,0.0,0.07,Overcast,52.39,dallas,2020-03-31 09:00:00,10478.0,NCEN,9,1,Tuesday,3,March,2020,Spring,Morning,14,1,False
cloudy,0.002,53.08,0.97,314.7,10.0,0.55,334.0,rain,1020.0,24.72,53.08,2019-03-30 18:00:00,0.0087,19.13,4.0,0.12,Overcast,37.43,dallas,2019-03-30 18:00:00,9234.399322033898,NCEN,18,5,Saturday,3,March,2019,Spring,Evening,13,1,False
cloudy,0.0,79.61,1.0,296.7,9.997,0.74,76.0,rain,1014.5,6.56,78.6,2018-09-11 21:00:00,0.0087,6.56,3.0,0.0,Overcast,69.44,dallas,2018-09-11 21:00:00,9004.877679981946,NCEN,21,1,Tuesday,9,September,2018,Fall,Night,37,1,False
clear-day,0.0005,73.01,0.2,275.4,10.0,0.43,231.0,rain,1007.1,24.49,73.01,2018-11-23 19:00:00,0.0087,15.41,4.0,0.01,Clear,49.05,dallas,2018-11-23 19:00:00,9286.493568043332,NCEN,19,4,Friday,11,November,2018,Fall,Evening,47,1,False
clear-night,0.0,79.96,0.11,294.7,10.0,0.67,15.0,rain,1011.3,7.88,79.21,2019-07-13 07:00:00,0.0087,4.68,0.0,0.0,Clear,67.1,dallas,2019-07-13 07:00:00,11422.0,NCEN,7,5,Saturday,7,July,2019,Summer,Morning,28,1,False
clear-night,0.0,64.31,0.24,287.8,10.0,0.84,182.0,rain,1012.0,18.28,64.24,2019-12-06 05:00:00,0.0087,8.67,0.0,0.0,Clear,59.29,dallas,2019-12-06 05:00:00,9015.0,NCEN,5,4,Friday,12,December,2019,Winter,Morning,49,1,False
clear-day,0.0016,37.43,0.0,290.8,10.0,0.75,357.0,rain,1029.3,9.25,41.13,2018-11-20 14:00:00,0.0087,5.51,0.0,0.01,Clear,33.86,dallas,2018-11-20 14:00:00,8445.957427536232,NCEN,14,1,Tuesday,11,November,2018,Fall,Afternoon,47,1,False
cloudy,0.0008,59.1,1.0,260.8,10.0,0.88,111.0,rain,1022.1,16.43,59.1,2019-03-12 07:00:00,0.0087,6.09,0.0,0.03,Overcast,55.61,dallas,2019-03-12 07:00:00,7331.344158773117,NCEN,7,1,Tuesday,3,March,2019,Spring,Morning,11,1,False
clear-night,0.0009,32.61,0.08,297.9,10.0,0.8,144.0,rain,1024.9,14.85,38.01,2020-02-15 13:00:00,0.0087,7.22,0.0,0.01,Clear,32.38,dallas,2020-02-15 13:00:00,12139.0,NCEN,13,5,Saturday,2,February,2020,Winter,Afternoon,7,1,False
clear-night,0.0,96.69,0.09,296.7,9.997,0.42,129.0,rain,1011.9,8.89,93.2,2018-08-24 01:00:00,0.0087,8.89,0.0,0.0,Clear,66.67,dallas,2018-08-24 01:00:00,7126.32712168837,NCEN,1,4,Friday,8,August,2018,Summer,Night,34,1,False
clear-night,0.0003,93.18,0.0,296.7,9.997,0.3,164.0,rain,1013.0,3.22,93.18,2018-07-26 02:00:00,0.0087,3.22,0.0,0.02,Clear,57.62,dallas,2018-07-26 02:00:00,6829.236384180791,NCEN,2,3,Thursday,7,July,2018,Summer,Night,30,1,False
clear-night,0.0064,93.68,0.05,296.7,9.997,0.43,162.0,rain,1014.2,4.39,91.19,2018-08-18 03:00:00,0.0087,4.39,0.0,0.02,Clear,65.59,dallas,2018-08-18 03:00:00,6636.022312373225,NCEN,3,5,Saturday,8,August,2018,Summer,Night,33,1,False
clear-night,0.001,31.49,0.0,292.5,10.0,0.71,269.0,rain,1030.9,6.1,34.45,2019-12-18 09:00:00,0.0087,3.48,0.0,0.01,Clear,26.17,dallas,2019-12-18 09:00:00,17446.0,NCEN,9,2,Wednesday,12,December,2019,Winter,Morning,51,1,False
clear-day,0.0007,64.17,0.25,329.7,10.0,0.63,347.0,rain,1017.6,19.98,64.17,2020-04-29 13:00:00,0.0087,8.05,0.0,0.01,Clear,51.29,dallas,2020-04-29 13:00:00,11885.0,NCEN,13,2,Wednesday,4,April,2020,Spring,Afternoon,18,1,False
partly-cloudy-night,0.0006,88.03,0.42,265.5,10.0,0.61,89.0,rain,1018.1,15.11,84.14,2019-10-04 03:00:00,0.0087,7.18,0.0,0.01,Partly Cloudy,69.24,dallas,2019-10-04 03:00:00,12415.0,NCEN,3,4,Friday,10,October,2019,Fall,Night,40,1,False
partly-cloudy-day,0.0,44.45,0.36,320.3,10.0,0.61,151.0,rain,1024.0,8.8,46.73,2020-02-29 13:00:00,0.0087,4.9,0.0,0.0,Partly Cloudy,34.0,dallas,2020-02-29 13:00:00,10818.0,NCEN,13,5,Saturday,2,February,2020,Winter,Afternoon,9,1,False
clear-night,0.0,49.51,0.0,311.9,10.0,0.51,52.0,rain,1028.2,2.14,49.51,2019-03-17 05:00:00,0.0087,1.81,0.0,0.0,Clear,31.97,dallas,2019-03-17 05:00:00,6608.794767704105,NCEN,5,6,Sunday,3,March,2019,Spring,Morning,11,1,False
partly-cloudy-day,0.0,73.84,0.37,270.6,10.0,0.32,245.0,rain,1002.3,10.8,73.84,2019-11-25 22:00:00,0.0087,6.44,0.0,0.0,Partly Cloudy,41.88,dallas,2019-11-25 22:00:00,11126.0,NCEN,22,0,Monday,11,November,2019,Fall,Night,48,1,False
cloudy,0.0002,58.42,0.91,274.4,10.0,0.38,314.0,rain,1014.7,29.17,58.42,2018-11-25 20:00:00,0.0087,19.62,2.0,0.01,Overcast,33.09,dallas,2018-11-25 20:00:00,9185.603024148048,NCEN,20,6,Sunday,11,November,2018,Fall,Evening,47,1,False
clear-day,0.0002,97.07,0.23,262.7,10.0,0.41,137.0,rain,1015.2,6.66,93.73,2019-10-03 22:00:00,0.0087,4.82,2.0,0.01,Clear,66.33,dallas,2019-10-03 22:00:00,18011.0,NCEN,22,3,Thursday,10,October,2019,Fall,Night,40,1,False
clear-day,0.0005,87.25,0.01,291.5,10.0,0.79,177.0,rain,1014.2,15.47,81.41,2019-08-19 13:00:00,0.0087,7.73,0.0,0.01,Humid,74.41,dallas,2019-08-19 13:00:00,21880.0,NCEN,13,0,Monday,8,August,2019,Summer,Afternoon,34,1,False
clear-night,0.0,65.44,0.0,322.1,10.0,0.38,318.0,rain,1016.9,17.46,65.44,2019-04-20 01:00:00,0.0087,9.23,0.0,0.0,Clear,39.21,dallas,2019-04-20 01:00:00,7126.32712168837,NCEN,1,5,Saturday,4,April,2019,Spring,Night,16,1,False
clear-night,0.0,45.1,0.31,270.2,10.0,0.66,180.0,rain,1020.1,14.2,48.03,2018-11-16 07:00:00,0.0087,6.42,0.0,0.0,Clear,37.18,dallas,2018-11-16 07:00:00,7331.344158773117,NCEN,7,4,Friday,11,November,2018,Fall,Morning,46,1,False
cloudy,0.0003,60.7,0.93,248.8,9.102,0.95,168.0,rain,1012.1,13.35,60.48,2019-02-03 12:00:00,0.0087,5.96,0.0,0.02,Overcast,59.11,dallas,2019-02-03 12:00:00,8148.729846014493,NCEN,12,6,Sunday,2,February,2019,Winter,Afternoon,5,1,False
clear-night,0.0,71.59,0.05,292.2,10.0,0.75,159.0,rain,1010.9,21.16,71.25,2019-04-29 04:00:00,0.0087,10.65,0.0,0.0,Clear,62.81,dallas,2019-04-29 04:00:00,6550.273116824537,NCEN,4,0,Monday,4,April,2019,Spring,Night,18,1,False
clear-day,0.0011,29.7,0.0,273.7,10.0,0.6,19.0,rain,1041.5,11.06,35.12,2020-02-21 15:00:00,0.0087,6.33,1.0,0.01,Clear,22.51,dallas,2020-02-21 15:00:00,12383.0,NCEN,15,4,Friday,2,February,2020,Winter,Afternoon,8,1,False
clear-night,0.0,90.98,0.09,296.7,9.997,0.5,192.0,rain,1009.9,8.88,88.03,2018-07-19 08:00:00,0.0087,8.88,0.0,0.0,Clear,66.9,dallas,2018-07-19 08:00:00,7613.927153811457,NCEN,8,3,Thursday,7,July,2018,Summer,Morning,29,1,False
cloudy,0.0015,59.83,0.92,260.5,10.0,0.75,86.0,rain,1022.2,3.11,59.83,2018-10-23 02:00:00,0.0087,2.2,0.0,0.02,Overcast,52.05,dallas,2018-10-23 02:00:00,6829.236384180791,NCEN,2,1,Tuesday,10,October,2018,Fall,Night,43,1,False
partly-cloudy-day,0.0013,88.72,0.57,272.7,10.0,0.71,185.0,rain,1010.4,26.27,83.04,2019-10-10 17:00:00,0.0087,16.15,5.0,0.03,Humid and Partly Cloudy,72.64,dallas,2019-10-10 17:00:00,18844.0,NCEN,17,3,Thursday,10,October,2019,Fall,Evening,41,1,False
clear-day,0.0,54.01,0.08,321.3,10.0,0.71,16.0,rain,1023.8,11.39,54.01,2020-05-09 12:00:00,0.0087,4.34,0.0,0.0,Clear,44.84,dallas,2020-05-09 12:00:00,9917.0,NCEN,12,5,Saturday,5,May,2020,Spring,Afternoon,19,1,False
clear-day,0.0131,86.16,0.29,304.1,10.0,0.81,180.0,rain,1016.5,10.37,80.84,2019-07-01 15:00:00,0.0087,7.38,4.0,0.07,Humid,74.29,dallas,2019-07-01 15:00:00,19515.0,NCEN,15,0,Monday,7,July,2019,Summer,Afternoon,27,1,False
